grade,emp_length,home_ownership,income,state,debt to income,earliest credit
C,10+ years,OWN,20000,OK,4,2006
C,10+ years,MORTGAGE,40000,NM,31,1996
A,3 years,MORTGAGE,40000,NV,30,2009
C,10+ years,RENT,40000,TX,21,1981
C,9 years,MORTGAGE,125000,NY,13,2004
C,10+ years,MORTGAGE,30000,AZ,19,2001
C,10+ years,MORTGAGE,30000,MO,56,1997
C,10+ years,OWN,40000,PA,13,1999
C,10+ years,MORTGAGE,40000,OH,18,2003
C,3 years,MORTGAGE,20000,OH,29,2007
C,1 year,MORTGAGE,60000,NY,9,1995
A,2 years,RENT,125000,IL,9,2003
C,3 years,MORTGAGE,60000,MA,24,2002
C,< 1 year,RENT,80000,TX,18,2007
A,9 years,RENT,125000,CA,20,1998
C,1 year,MORTGAGE,60000,WI,26,2002
A,10+ years,MORTGAGE,125000,TX,10,1991
A,4 years,MORTGAGE,60000,NJ,24,1997
C,3 years,OWN,20000,CA,24,2010
C,< 1 year,MORTGAGE,60000,NY,6,2011
A,10+ years,MORTGAGE,100000,NJ,14,2001
A,10+ years,MORTGAGE,125000,DE,11,2001
A,2 years,RENT,20000,NJ,7,2012
C,3 years,RENT,80000,MD,8,2013
C,10+ years,MORTGAGE,80000,IL,13,2004
A,3 years,RENT,60000,CA,15,2006
A,10+ years,RENT,60000,CA,15,1986
C,2 years,MORTGAGE,30000,MD,28,2005
C,3 years,MORTGAGE,40000,FL,13,2008
C,10+ years,MORTGAGE,40000,CA,9,2003
C,6 years,RENT,80000,CA,16,2004
C,7 years,RENT,100000,CA,12,2002
A,8 years,MORTGAGE,60000,AL,8,2002
C,3 years,RENT,100000,TX,20,2007
C,1 year,MORTGAGE,40000,AL,56,1997
A,7 years,RENT,40000,CA,22,2008
C,n/a,OWN,20000,MI,27,2003
C,5 years,MORTGAGE,60000,TX,19,2000
A,10+ years,OWN,150000,NY,16,1990
C,2 years,MORTGAGE,60000,NC,24,1997
A,8 years,MORTGAGE,40000,MS,15,2006
A,6 years,MORTGAGE,40000,IL,19,2006
A,8 years,MORTGAGE,60000,ME,12,1999
C,10+ years,MORTGAGE,150000,NY,6,1999
C,10+ years,MORTGAGE,150000,OK,18,1985
C,7 years,RENT,40000,NJ,33,1992
C,10+ years,MORTGAGE,60000,LA,22,1999
C,< 1 year,RENT,60000,CA,21,2000
C,10+ years,MORTGAGE,60000,CA,40,2004
A,2 years,RENT,60000,AR,15,1994
C,10+ years,OWN,30000,NJ,6,2002
A,7 years,RENT,60000,NJ,28,1992
C,4 years,RENT,30000,MA,11,2006
C,10+ years,RENT,40000,TX,12,1993
A,10+ years,MORTGAGE,60000,OH,25,1992
C,< 1 year,OWN,20000,TN,7,2010
A,10+ years,RENT,40000,MN,17,2007
C,n/a,RENT,15000,FL,13,1995
C,10+ years,OWN,100000,CO,13,1993
C,10+ years,MORTGAGE,40000,OR,6,2005
A,3 years,MORTGAGE,40000,NC,11,1999
A,n/a,RENT,40000,GA,6,2006
C,5 years,RENT,40000,NV,20,2010
A,8 years,MORTGAGE,150000,IN,13,2002
C,10+ years,MORTGAGE,80000,AR,22,1999
C,6 years,MORTGAGE,125000,MD,16,1999
A,10+ years,MORTGAGE,40000,MA,24,2000
C,n/a,MORTGAGE,60000,CA,5,1986
C,< 1 year,OWN,40000,TX,15,2013
C,10+ years,MORTGAGE,150000,NY,3,2001
C,3 years,RENT,20000,OH,22,2005
A,7 years,MORTGAGE,100000,IL,18,1997
C,6 years,RENT,100000,CA,12,2002
C,10+ years,MORTGAGE,150000,CA,24,2002
C,8 years,MORTGAGE,40000,NC,7,2004
A,8 years,RENT,40000,CA,22,2004
C,10+ years,RENT,40000,NY,14,2000
C,2 years,MORTGAGE,150000,MA,11,2004
C,< 1 year,RENT,80000,CA,30,2001
A,10+ years,RENT,40000,AZ,26,2003
C,3 years,RENT,80000,CO,12,2004
C,3 years,RENT,100000,MI,21,2004
C,7 years,RENT,60000,KY,22,1997
C,n/a,RENT,60000,NV,28,1976
C,10+ years,MORTGAGE,60000,KS,23,2005
A,10+ years,MORTGAGE,125000,MD,6,2002
A,10+ years,OWN,40000,TX,18,2001
A,2 years,MORTGAGE,60000,TN,32,2005
C,n/a,MORTGAGE,40000,OH,31,2006
A,4 years,OWN,80000,CA,10,2004
A,10+ years,RENT,60000,NJ,29,2002
A,3 years,RENT,150000,FL,7,2003
A,10+ years,MORTGAGE,125000,NJ,27,1983
C,10+ years,MORTGAGE,150000,MI,21,1994
C,10+ years,MORTGAGE,30000,FL,20,2011
A,5 years,OWN,60000,NY,21,2010
C,4 years,RENT,40000,VA,29,2003
C,2 years,MORTGAGE,60000,NC,11,2013
A,8 years,MORTGAGE,100000,CO,19,2004
A,10+ years,MORTGAGE,150000,NJ,14,1977
A,2 years,MORTGAGE,60000,NC,24,2004
C,6 years,OWN,80000,CA,20,1997
C,n/a,RENT,15000,NJ,13,2002
C,10+ years,MORTGAGE,150000,PA,29,2004
C,n/a,OWN,20000,CA,26,1972
C,9 years,RENT,60000,FL,6,1986
A,10+ years,MORTGAGE,80000,IN,11,1995
A,10+ years,RENT,40000,VA,23,1996
C,7 years,MORTGAGE,40000,AL,19,2008
A,3 years,OWN,150000,AK,22,2006
C,10+ years,MORTGAGE,80000,NY,16,1999
C,3 years,MORTGAGE,150000,NJ,12,1997
C,2 years,RENT,30000,OH,21,2009
C,5 years,RENT,20000,TX,29,1995
C,8 years,MORTGAGE,125000,FL,6,2004
A,6 years,OWN,80000,TX,10,2004
C,n/a,MORTGAGE,60000,TX,35,1981
C,4 years,MORTGAGE,60000,NV,23,2005
A,2 years,RENT,60000,CA,12,2005
A,10+ years,RENT,40000,NY,5,2007
C,n/a,RENT,40000,FL,55,1999
A,10+ years,MORTGAGE,40000,NY,11,2008
C,2 years,RENT,30000,IL,28,2005
C,n/a,MORTGAGE,10000,CO,0,1995
A,10+ years,MORTGAGE,30000,NJ,17,2000
C,< 1 year,MORTGAGE,30000,NC,28,1988
A,10+ years,MORTGAGE,60000,OH,12,2003
C,10+ years,OWN,60000,CA,5,2002
C,< 1 year,MORTGAGE,40000,MN,12,2004
C,3 years,RENT,150000,AZ,6,1999
C,10+ years,MORTGAGE,100000,VA,18,2000
C,1 year,RENT,60000,WA,17,1998
C,10+ years,RENT,80000,CO,15,2005
A,10+ years,RENT,60000,NJ,19,2000
C,3 years,MORTGAGE,60000,AZ,21,1996
C,2 years,MORTGAGE,40000,VA,22,2003
C,< 1 year,RENT,80000,CA,24,2010
A,6 years,MORTGAGE,100000,NY,19,1993
C,9 years,RENT,40000,FL,28,2004
A,6 years,MORTGAGE,40000,MN,11,1992
C,n/a,RENT,30000,NY,10,1999
C,10+ years,RENT,20000,MO,25,2006
A,n/a,OWN,20000,TX,17,1996
C,3 years,RENT,100000,IL,17,2007
C,3 years,MORTGAGE,60000,CO,15,2005
C,10+ years,MORTGAGE,150000,NY,18,1989
C,10+ years,RENT,40000,IL,8,1998
A,5 years,MORTGAGE,80000,CA,7,2005
C,2 years,RENT,40000,IL,13,2013
C,10+ years,MORTGAGE,150000,TX,21,1982
C,3 years,RENT,40000,TX,12,2007
C,6 years,RENT,100000,FL,15,2002
C,10+ years,MORTGAGE,100000,NH,25,1998
A,3 years,MORTGAGE,60000,AZ,11,1976
A,2 years,MORTGAGE,80000,MO,12,2001
C,< 1 year,MORTGAGE,30000,OH,49,2001
C,10+ years,MORTGAGE,80000,TX,18,1995
C,1 year,MORTGAGE,100000,TX,19,1997
A,10+ years,MORTGAGE,60000,MS,13,1999
A,5 years,MORTGAGE,60000,AL,3,2001
C,1 year,RENT,30000,CA,34,2011
C,10+ years,RENT,60000,MA,17,1990
C,10+ years,RENT,60000,FL,22,2001
C,2 years,RENT,60000,MD,31,2000
C,3 years,MORTGAGE,40000,WI,42,2003
C,5 years,RENT,40000,NY,21,2007
A,10+ years,MORTGAGE,80000,AR,25,1993
A,2 years,RENT,100000,CA,7,2004
C,n/a,MORTGAGE,100000,FL,11,2005
C,10+ years,RENT,40000,NY,24,2005
C,n/a,RENT,20000,OH,9,2006
A,2 years,MORTGAGE,80000,AL,18,2003
A,< 1 year,MORTGAGE,60000,NH,7,2003
A,10+ years,MORTGAGE,125000,GA,11,1986
C,9 years,RENT,60000,IL,10,2006
C,6 years,RENT,100000,VA,12,2005
C,3 years,RENT,40000,NY,29,2006
C,5 years,MORTGAGE,100000,MA,14,2010
C,2 years,RENT,125000,CA,9,1999
C,2 years,MORTGAGE,125000,NY,6,1979
A,< 1 year,RENT,30000,IL,16,2007
C,10+ years,OWN,150000,MD,6,2002
C,< 1 year,RENT,30000,MO,6,2007
A,8 years,RENT,60000,PA,15,2002
C,< 1 year,OWN,40000,CA,8,1986
A,4 years,MORTGAGE,125000,PA,13,2001
C,10+ years,RENT,40000,NV,19,1999
C,1 year,MORTGAGE,60000,MN,7,2003
C,10+ years,MORTGAGE,60000,GA,21,2011
C,10+ years,RENT,40000,CA,18,2006
A,5 years,MORTGAGE,150000,CA,14,2003
C,9 years,OWN,150000,NY,26,1988
C,n/a,MORTGAGE,80000,VA,15,1973
C,< 1 year,OWN,80000,TX,17,1960
A,n/a,RENT,80000,PA,21,2001
C,6 years,OWN,60000,MI,20,2005
C,n/a,RENT,10000,IN,15,2004
C,2 years,MORTGAGE,60000,MD,29,2010
C,8 years,MORTGAGE,60000,MO,10,2005
A,7 years,MORTGAGE,80000,NY,23,2002
C,10+ years,RENT,60000,MN,4,1992
C,7 years,MORTGAGE,60000,NE,10,2000
C,10+ years,RENT,60000,CA,16,2000
C,8 years,RENT,100000,GA,16,2001
A,4 years,MORTGAGE,40000,CA,17,2009
C,9 years,RENT,40000,WA,30,1996
C,5 years,RENT,80000,MI,12,2007
A,2 years,MORTGAGE,80000,NJ,12,1989
C,< 1 year,MORTGAGE,40000,OR,49,1998
A,10+ years,MORTGAGE,40000,MI,22,1986
C,8 years,RENT,40000,OK,30,2009
A,3 years,MORTGAGE,40000,LA,21,2004
C,6 years,RENT,40000,CA,15,2009
C,10+ years,RENT,80000,CT,31,1995
C,3 years,RENT,40000,IL,26,2006
C,< 1 year,RENT,40000,CA,2,1993
A,10+ years,MORTGAGE,40000,TX,11,1998
C,8 years,OWN,60000,FL,24,2004
C,3 years,RENT,150000,TX,23,2002
C,10+ years,MORTGAGE,40000,FL,21,2007
C,10+ years,MORTGAGE,60000,CO,12,2003
C,2 years,RENT,40000,TX,28,2003
C,10+ years,RENT,150000,CA,6,1984
C,4 years,MORTGAGE,40000,PA,17,2000
A,5 years,MORTGAGE,150000,IL,21,1994
C,< 1 year,RENT,100000,GA,18,2003
C,10+ years,MORTGAGE,40000,MN,16,1983
A,10+ years,MORTGAGE,60000,MN,18,2003
C,10+ years,MORTGAGE,40000,TN,24,1990
A,10+ years,RENT,100000,CA,18,1999
C,3 years,RENT,100000,WI,17,2005
C,n/a,MORTGAGE,40000,OH,16,2002
C,4 years,RENT,100000,VA,30,2005
C,10+ years,RENT,150000,CO,6,2007
A,1 year,MORTGAGE,125000,TX,12,2006
C,4 years,RENT,100000,NM,17,1999
C,10+ years,MORTGAGE,40000,TN,12,1993
C,1 year,OWN,40000,PA,19,2000
A,1 year,MORTGAGE,60000,VA,15,1994
A,8 years,MORTGAGE,30000,PA,23,2004
A,3 years,MORTGAGE,60000,TX,10,1997
C,2 years,MORTGAGE,60000,IL,13,2004
C,3 years,RENT,80000,CA,27,2003
C,10+ years,RENT,125000,OH,14,2006
C,10+ years,RENT,125000,PA,22,1990
C,< 1 year,RENT,80000,FL,19,2009
C,< 1 year,OWN,20000,CA,22,2008
C,10+ years,MORTGAGE,40000,TX,4,1998
C,4 years,MORTGAGE,80000,MN,22,2005
C,9 years,MORTGAGE,150000,CO,11,2003
C,1 year,MORTGAGE,30000,MO,32,1991
C,10+ years,RENT,125000,VA,17,1997
C,2 years,RENT,30000,CA,30,2012
A,10+ years,RENT,30000,OH,12,1999
A,2 years,RENT,40000,AZ,17,2007
C,3 years,MORTGAGE,30000,FL,19,2010
A,9 years,RENT,40000,FL,18,2011
A,1 year,RENT,60000,IL,15,2003
C,n/a,MORTGAGE,10000,NV,61,2004
C,4 years,RENT,80000,CA,32,1998
A,< 1 year,MORTGAGE,150000,NJ,11,2003
C,1 year,RENT,150000,NJ,31,1995
A,3 years,RENT,40000,TX,14,2009
C,3 years,MORTGAGE,60000,MI,29,1998
C,10+ years,MORTGAGE,60000,FL,35,2006
C,5 years,MORTGAGE,60000,SC,12,2003
A,10+ years,MORTGAGE,125000,CA,20,1993
C,2 years,RENT,40000,NJ,23,1971
C,2 years,RENT,40000,TX,23,2007
A,7 years,RENT,60000,OR,6,2012
C,4 years,RENT,20000,TX,41,2005
C,10+ years,RENT,60000,NJ,29,2001
C,10+ years,RENT,40000,KY,24,2007
C,1 year,RENT,30000,CA,30,2003
A,1 year,MORTGAGE,60000,CA,9,2006
C,n/a,MORTGAGE,60000,MA,27,2002
A,< 1 year,RENT,100000,VA,3,2000
C,10+ years,RENT,80000,IL,19,1999
C,n/a,MORTGAGE,10000,IN,80,2002
C,1 year,RENT,15000,NY,9,2011
A,10+ years,RENT,100000,CA,11,1986
A,n/a,MORTGAGE,40000,TX,21,1989
A,10+ years,MORTGAGE,80000,NJ,14,1989
A,10+ years,MORTGAGE,100000,MI,10,1998
C,10+ years,RENT,40000,AL,10,2007
C,2 years,RENT,60000,MI,9,2007
A,6 years,RENT,60000,WA,19,2002
C,5 years,RENT,40000,MT,23,2002
A,10+ years,OWN,60000,MN,24,1997
C,3 years,RENT,40000,NY,14,2002
C,3 years,OWN,40000,TX,21,1998
C,< 1 year,MORTGAGE,10000,NE,93,1996
A,3 years,RENT,80000,AL,26,2004
C,5 years,RENT,100000,CA,8,2010
A,n/a,RENT,60000,NY,3,2006
C,1 year,RENT,60000,OR,14,2005
C,4 years,MORTGAGE,100000,FL,21,2005
A,10+ years,RENT,30000,FL,21,2000
A,n/a,RENT,40000,WA,28,1976
A,10+ years,MORTGAGE,80000,FL,16,2004
C,7 years,RENT,40000,CA,20,2006
C,6 years,MORTGAGE,40000,TX,20,2007
A,5 years,MORTGAGE,40000,IL,17,1992
C,5 years,MORTGAGE,80000,VA,26,2005
C,n/a,MORTGAGE,60000,NC,15,2005
C,10+ years,OWN,40000,MI,18,2004
A,3 years,RENT,125000,NJ,28,2002
C,5 years,MORTGAGE,60000,GA,30,2001
A,n/a,MORTGAGE,60000,NH,20,1987
A,2 years,RENT,60000,NJ,25,2006
C,4 years,MORTGAGE,80000,OH,8,2012
C,10+ years,RENT,20000,IN,26,2007
C,10+ years,MORTGAGE,80000,NY,8,1997
A,< 1 year,MORTGAGE,40000,TX,37,2007
C,7 years,MORTGAGE,60000,KY,10,2001
C,1 year,OWN,15000,LA,8,2013
C,10+ years,MORTGAGE,150000,CA,22,1999
C,10+ years,OWN,150000,TX,20,2000
C,10+ years,MORTGAGE,80000,TX,21,1998
A,2 years,MORTGAGE,80000,MI,15,2005
A,6 years,MORTGAGE,60000,MO,21,2004
C,3 years,MORTGAGE,100000,CO,29,1997
C,8 years,MORTGAGE,80000,TX,16,2009
A,5 years,OWN,80000,NY,25,2004
A,1 year,MORTGAGE,60000,NC,13,2002
A,10+ years,RENT,40000,IN,15,2003
A,10+ years,MORTGAGE,80000,VT,21,1995
C,10+ years,MORTGAGE,40000,IL,29,2001
C,1 year,RENT,60000,OK,25,1999
A,2 years,OWN,40000,CO,7,2004
A,10+ years,MORTGAGE,150000,NY,10,1973
A,1 year,MORTGAGE,60000,IN,17,1998
A,3 years,MORTGAGE,125000,TX,8,1997
A,8 years,OWN,40000,KS,26,1997
C,2 years,RENT,60000,PA,13,2001
A,10+ years,MORTGAGE,60000,TX,28,2003
A,4 years,RENT,100000,NC,15,2008
C,7 years,MORTGAGE,60000,MA,11,2008
C,2 years,MORTGAGE,40000,NC,16,2006
C,10+ years,RENT,30000,NY,22,2006
C,n/a,OWN,15000,AZ,38,2005
A,10+ years,MORTGAGE,40000,WA,10,1997
C,10+ years,OWN,40000,IL,28,1990
C,2 years,RENT,40000,VA,21,2009
C,10+ years,MORTGAGE,40000,OH,26,1983
A,5 years,MORTGAGE,80000,OK,26,1993
C,6 years,MORTGAGE,80000,FL,7,2006
A,2 years,MORTGAGE,60000,MD,23,1987
C,< 1 year,MORTGAGE,100000,CA,24,1998
C,4 years,MORTGAGE,125000,OH,13,2004
C,5 years,MORTGAGE,125000,MA,17,2004
C,n/a,MORTGAGE,125000,NY,10,1985
A,4 years,MORTGAGE,80000,TX,27,1988
A,10+ years,MORTGAGE,80000,WA,26,1996
A,< 1 year,RENT,40000,IL,19,2008
C,6 years,RENT,15000,FL,9,2013
A,9 years,RENT,40000,NY,34,2004
A,8 years,MORTGAGE,100000,MO,8,1997
A,10+ years,MORTGAGE,60000,MN,13,2000
A,5 years,MORTGAGE,125000,AZ,9,2006
A,1 year,MORTGAGE,60000,FL,17,1974
A,5 years,RENT,125000,CA,9,2005
C,n/a,MORTGAGE,40000,CA,34,2004
C,n/a,RENT,20000,NV,32,1999
A,< 1 year,RENT,60000,CA,20,1982
C,3 years,MORTGAGE,100000,IN,13,2002
A,n/a,RENT,60000,MN,25,1979
A,3 years,MORTGAGE,100000,MO,9,2006
C,10+ years,RENT,150000,NY,18,2002
C,< 1 year,RENT,60000,MA,15,2005
A,6 years,RENT,80000,MO,26,2002
C,n/a,RENT,20000,FL,17,1996
C,< 1 year,MORTGAGE,80000,GA,24,1998
C,10+ years,MORTGAGE,60000,GA,25,1995
C,10+ years,MORTGAGE,40000,SC,33,2004
A,2 years,MORTGAGE,100000,OH,8,2002
A,n/a,RENT,80000,CA,9,2005
A,1 year,MORTGAGE,30000,VA,9,2006
C,10+ years,MORTGAGE,40000,PA,30,2002
C,7 years,MORTGAGE,40000,PA,33,2000
C,10+ years,OWN,60000,GA,8,1990
C,4 years,RENT,40000,TX,21,2010
C,10+ years,RENT,30000,CA,25,2005
C,n/a,OWN,40000,NJ,31,1996
A,< 1 year,RENT,40000,CA,26,1997
C,1 year,RENT,40000,NY,27,2007
C,< 1 year,MORTGAGE,150000,FL,21,2004
C,10+ years,MORTGAGE,80000,TX,28,1999
C,10+ years,MORTGAGE,60000,FL,18,1994
C,10+ years,MORTGAGE,80000,FL,20,2001
C,2 years,RENT,100000,TX,27,1997
A,6 years,OWN,100000,IL,12,1978
A,10+ years,OWN,60000,FL,21,2004
A,10+ years,MORTGAGE,80000,OR,19,1999
A,10+ years,RENT,60000,MD,25,2004
C,7 years,RENT,40000,CT,15,2014
C,1 year,RENT,40000,TX,20,2008
C,10+ years,MORTGAGE,100000,NY,21,2005
C,6 years,MORTGAGE,60000,OK,13,1998
C,3 years,RENT,150000,CA,13,2010
A,2 years,RENT,80000,CA,19,1997
C,10+ years,RENT,80000,CA,24,2003
A,2 years,MORTGAGE,40000,FL,6,2002
A,6 years,MORTGAGE,100000,MT,12,2002
C,10+ years,MORTGAGE,150000,VA,28,1985
C,10+ years,RENT,20000,NC,22,2007
C,< 1 year,MORTGAGE,80000,WA,33,1997
A,n/a,MORTGAGE,30000,CA,28,1978
C,10+ years,MORTGAGE,40000,AZ,18,1994
C,2 years,MORTGAGE,60000,OH,18,2009
C,10+ years,RENT,60000,GA,28,1992
C,3 years,MORTGAGE,60000,MO,19,2006
C,10+ years,MORTGAGE,30000,TN,21,2000
A,< 1 year,RENT,150000,AZ,22,2006
C,10+ years,MORTGAGE,60000,PA,26,2002
A,< 1 year,MORTGAGE,60000,IL,12,2004
C,< 1 year,MORTGAGE,40000,AZ,42,2004
C,4 years,RENT,30000,VA,30,2007
C,7 years,MORTGAGE,80000,AZ,17,1998
C,10+ years,MORTGAGE,60000,CA,24,2003
C,< 1 year,RENT,60000,TX,16,1994
C,10+ years,RENT,40000,NJ,27,2004
A,9 years,MORTGAGE,100000,TX,12,1988
A,10+ years,MORTGAGE,100000,NY,14,1999
A,6 years,MORTGAGE,60000,AL,24,2007
C,8 years,MORTGAGE,80000,WA,17,1999
A,5 years,RENT,40000,VA,14,2006
C,10+ years,RENT,60000,NY,1,1996
C,9 years,MORTGAGE,100000,FL,11,2000
A,3 years,MORTGAGE,125000,CA,16,1996
C,5 years,MORTGAGE,40000,WI,27,2002
C,n/a,MORTGAGE,40000,VT,24,1999
C,1 year,RENT,30000,CA,27,2008
C,8 years,MORTGAGE,125000,FL,19,2002
A,5 years,MORTGAGE,150000,OH,22,1996
C,1 year,MORTGAGE,100000,NC,15,2006
A,5 years,MORTGAGE,150000,TN,16,2003
A,< 1 year,RENT,60000,UT,19,2005
A,10+ years,MORTGAGE,125000,CT,23,2002
C,7 years,OWN,80000,NC,10,1997
C,10+ years,MORTGAGE,60000,VA,12,1997
A,< 1 year,MORTGAGE,60000,IN,32,2003
A,2 years,RENT,60000,MA,15,2003
C,3 years,MORTGAGE,30000,IN,44,2011
A,2 years,RENT,60000,TX,23,2002
C,10+ years,MORTGAGE,20000,IN,29,1998
C,10+ years,MORTGAGE,40000,OH,16,2007
C,10+ years,MORTGAGE,80000,FL,19,1998
C,3 years,RENT,80000,VA,9,1996
A,6 years,MORTGAGE,40000,CT,32,1998
A,n/a,RENT,40000,WI,33,1984
C,4 years,RENT,40000,CA,22,2001
A,10+ years,RENT,40000,CA,5,1995
A,< 1 year,RENT,20000,KS,9,2000
C,10+ years,MORTGAGE,40000,MI,21,2003
A,4 years,MORTGAGE,150000,CA,7,2005
C,6 years,RENT,40000,CA,23,2010
C,2 years,OWN,80000,TX,22,2004
C,< 1 year,MORTGAGE,60000,VA,8,2003
C,< 1 year,RENT,20000,TX,12,2011
C,10+ years,MORTGAGE,150000,CA,8,1999
C,10+ years,MORTGAGE,125000,VA,15,2004
A,10+ years,MORTGAGE,40000,VA,17,2001
A,10+ years,MORTGAGE,60000,NC,33,2004
C,1 year,RENT,80000,VA,24,2000
C,10+ years,RENT,125000,MA,9,2000
A,< 1 year,MORTGAGE,100000,UT,16,1991
C,7 years,RENT,40000,NY,17,2007
C,4 years,MORTGAGE,60000,FL,28,2001
C,9 years,RENT,40000,DC,21,2007
C,10+ years,OWN,60000,FL,23,1994
A,4 years,RENT,40000,TX,26,2007
C,9 years,RENT,100000,CA,14,2002
C,2 years,MORTGAGE,60000,FL,9,1998
A,10+ years,MORTGAGE,80000,VT,11,1991
C,1 year,MORTGAGE,30000,OH,15,1973
A,10+ years,MORTGAGE,40000,IN,13,1993
C,3 years,MORTGAGE,20000,VA,23,2000
C,3 years,MORTGAGE,60000,IN,10,2006
C,10+ years,MORTGAGE,40000,VA,24,2000
C,10+ years,MORTGAGE,60000,NJ,16,2010
A,7 years,MORTGAGE,40000,NJ,5,1995
C,6 years,OWN,40000,NY,14,2007
C,n/a,OWN,80000,IL,12,1993
A,2 years,RENT,20000,IL,21,2001
C,n/a,RENT,20000,TX,25,2001
A,2 years,MORTGAGE,150000,NY,8,2001
C,3 years,MORTGAGE,80000,FL,24,1991
C,n/a,OWN,40000,CA,26,1998
C,< 1 year,RENT,20000,CA,40,2010
A,n/a,OWN,15000,CA,31,2005
C,5 years,RENT,60000,CA,30,2006
A,10+ years,MORTGAGE,150000,OH,19,1980
C,10+ years,MORTGAGE,60000,AL,16,2006
C,8 years,RENT,40000,PA,23,2009
A,10+ years,MORTGAGE,150000,FL,6,2000
C,10+ years,MORTGAGE,40000,AZ,20,1999
C,5 years,OWN,20000,CA,31,2003
C,7 years,RENT,60000,KS,18,1997
A,5 years,MORTGAGE,80000,PA,26,2004
C,< 1 year,OWN,125000,KY,12,2005
C,n/a,MORTGAGE,40000,MN,17,2001
C,5 years,RENT,40000,FL,10,1995
C,10+ years,MORTGAGE,125000,NY,8,1997
A,n/a,RENT,60000,WA,26,1977
C,n/a,OWN,40000,WA,25,1991
C,3 years,RENT,60000,NY,3,2013
C,10+ years,MORTGAGE,80000,MI,7,2007
C,10+ years,MORTGAGE,30000,AL,21,2002
A,2 years,OWN,40000,FL,22,2006
C,4 years,MORTGAGE,40000,NC,13,2002
A,< 1 year,MORTGAGE,40000,UT,21,2008
C,3 years,OWN,150000,NJ,7,1996
C,10+ years,RENT,40000,AZ,23,1982
C,10+ years,MORTGAGE,80000,NE,26,2006
C,10+ years,RENT,100000,CA,21,1997
C,n/a,OWN,80000,MI,16,1980
C,10+ years,MORTGAGE,80000,FL,12,2004
A,5 years,MORTGAGE,40000,KY,9,2008
C,3 years,MORTGAGE,30000,SC,22,2006
C,n/a,MORTGAGE,40000,UT,12,1984
C,6 years,MORTGAGE,60000,NV,12,2008
C,< 1 year,RENT,40000,AZ,24,2003
A,n/a,OWN,60000,TN,17,1998
A,5 years,MORTGAGE,150000,PA,12,2001
A,2 years,MORTGAGE,40000,CA,10,1993
A,5 years,MORTGAGE,100000,CA,8,1995
C,10+ years,OWN,40000,TN,27,1979
A,8 years,MORTGAGE,60000,TX,14,2009
C,3 years,MORTGAGE,40000,PA,16,2011
C,4 years,RENT,150000,WA,15,2002
C,1 year,OWN,40000,NY,20,2008
A,9 years,RENT,30000,PA,12,2004
C,10+ years,MORTGAGE,60000,IL,12,1994
C,10+ years,MORTGAGE,60000,MA,16,2005
A,9 years,MORTGAGE,40000,KY,18,1992
A,10+ years,MORTGAGE,150000,MD,13,1999
A,10+ years,RENT,60000,NM,27,1997
C,10+ years,MORTGAGE,60000,KS,24,2005
A,< 1 year,RENT,100000,TX,10,2002
C,10+ years,MORTGAGE,80000,TX,25,2007
C,1 year,RENT,40000,NY,11,2013
C,10+ years,MORTGAGE,60000,OH,24,2011
C,< 1 year,MORTGAGE,40000,GA,10,2004
C,10+ years,RENT,40000,NY,18,2001
C,5 years,MORTGAGE,60000,NJ,24,2000
C,10+ years,RENT,80000,IL,20,1994
C,3 years,RENT,150000,CA,8,2000
C,2 years,RENT,80000,CA,15,2007
C,2 years,RENT,60000,NY,5,2006
C,10+ years,RENT,60000,MI,10,1988
A,10+ years,MORTGAGE,150000,PA,11,1994
C,< 1 year,MORTGAGE,100000,KY,24,2003
A,10+ years,MORTGAGE,100000,AL,27,1987
C,4 years,RENT,40000,FL,25,2007
C,5 years,RENT,60000,CA,5,2013
A,6 years,MORTGAGE,40000,TN,15,2007
C,< 1 year,RENT,80000,NY,23,2006
A,10+ years,MORTGAGE,60000,CO,15,1999
C,1 year,OWN,80000,NY,17,2005
C,1 year,MORTGAGE,40000,CA,13,2004
C,5 years,RENT,60000,CA,10,2005
C,2 years,RENT,80000,CA,30,1994
C,10+ years,OWN,40000,NJ,33,2001
C,8 years,MORTGAGE,80000,MD,18,2006
C,8 years,RENT,20000,NY,26,2005
C,< 1 year,RENT,30000,NJ,22,2013
C,10+ years,MORTGAGE,150000,CA,13,1995
C,10+ years,MORTGAGE,60000,IL,25,1996
C,4 years,MORTGAGE,80000,AZ,15,1997
A,< 1 year,MORTGAGE,60000,MO,25,1984
C,3 years,OWN,30000,TX,17,2009
A,8 years,MORTGAGE,60000,AL,21,1995
A,4 years,MORTGAGE,60000,VA,16,2003
C,10+ years,MORTGAGE,100000,WA,24,2000
A,< 1 year,OWN,20000,PA,16,2010
A,3 years,MORTGAGE,40000,MA,21,2002
C,n/a,RENT,10000,MN,31,1998
C,5 years,RENT,60000,IL,18,2006
C,1 year,OWN,40000,NY,20,2005
C,2 years,OWN,40000,AL,24,2005
C,3 years,MORTGAGE,30000,PA,15,2009
A,2 years,MORTGAGE,60000,MO,9,2006
A,1 year,MORTGAGE,20000,NY,2,2006
C,n/a,OWN,60000,TX,8,2009
C,9 years,RENT,40000,NY,16,2006
C,10+ years,OWN,40000,NJ,13,1999
C,3 years,RENT,40000,PA,28,2004
A,10+ years,RENT,40000,MA,2,2003
C,5 years,MORTGAGE,80000,MA,11,2011
A,10+ years,RENT,100000,NY,10,1995
